%ArduinoTime [ms],Reference Position [rad],Measured Position [rad],Actual Current [A],Proportional Gain [Kp],Derivative Gain [Kd],Integral Gain [Ki],%4/17/20209:21 AM
381295,0,-0.04,0.078,100,0,0,
381295,0,-0.04,0.078,100,0,0,
381295,0,-0.04,0.078,100,0,0,
381325,0,-0.04,0.078,100,0,0,
381325,0,-0.04,0.078,100,0,0,
381325,0,-0.04,0.078,100,0,0,
381355,0,-0.04,0.078,100,0,0,
381355,0,-0.04,0.078,100,0,0,
381355,0,-0.04,0.078,100,0,0,
381385,0,-0.04,0.078,100,0,0,
381385,0,-0.04,0.078,100,0,0,
381385,0,-0.04,0.078,100,0,0,
381415,0,-0.04,0.062,100,0,0,
381415,0,-0.04,0.062,100,0,0,
381415,0,-0.04,0.062,100,0,0,
381445,0,-0.04,0.062,100,0,0,
381445,0,-0.04,0.062,100,0,0,
381445,0,-0.04,0.062,100,0,0,
381475,0,-0.04,0.062,100,0,0,
381475,0,-0.04,0.062,100,0,0,
381475,0,-0.04,0.062,100,0,0,
381505,0,-0.04,0.062,100,0,0,
381505,0,-0.04,0.062,100,0,0,
381505,0,-0.04,0.062,100,0,0,
381535,0,-0.04,0.078,100,0,0,
381535,0,-0.04,0.078,100,0,0,
381535,0,-0.04,0.078,100,0,0,
381565,0,-0.04,0.078,100,0,0,
381565,0,-0.04,0.078,100,0,0,
381565,0,-0.04,0.078,100,0,0,
381595,0,-0.04,0.078,100,0,0,
381595,0,-0.04,0.078,100,0,0,
381595,0,-0.04,0.078,100,0,0,
381625,0,-0.04,0.078,100,0,0,
381625,0,-0.04,0.078,100,0,0,
381625,0,-0.04,0.078,100,0,0,
381655,0,-0.04,0.078,100,0,0,
381655,0,-0.04,0.078,100,0,0,
381655,0,-0.04,0.078,100,0,0,
381685,0,-0.04,0.078,100,0,0,
381685,0,-0.04,0.078,100,0,0,
381685,0,-0.04,0.078,100,0,0,
381715,0,-0.04,0.078,100,0,0,
381715,0,-0.04,0.078,100,0,0,
381715,0,-0.04,0.078,100,0,0,
381745,0,-0.04,0.078,100,0,0,
381745,0,-0.04,0.078,100,0,0,
381745,0,-0.04,0.078,100,0,0,
381775,0,-0.04,0.078,100,0,0,
381775,0,-0.04,0.078,100,0,0,
381775,0,-0.04,0.078,100,0,0,
381805,0,-0.04,0.078,100,0,0,
381805,0,-0.04,0.078,100,0,0,
381805,0,-0.04,0.078,100,0,0,
381835,0,-0.04,0.078,100,0,0,
381835,0,-0.04,0.078,100,0,0,
381835,0,-0.04,0.078,100,0,0,
381865,0,-0.04,0.078,100,0,0,
381865,0,-0.04,0.078,100,0,0,
381865,0,-0.04,0.078,100,0,0,
381895,0,-0.04,0.078,100,0,0,
381895,0,-0.04,0.078,100,0,0,
381895,0,-0.04,0.078,100,0,0,
381925,0,-0.04,0.078,100,0,0,
381925,0,-0.04,0.078,100,0,0,
381925,0,-0.04,0.078,100,0,0,
381955,0,-0.04,0.078,100,0,0,
381955,0,-0.04,0.078,100,0,0,
381955,0,-0.04,0.078,100,0,0,
381985,0,-0.04,0.062,100,0,0,
381985,0,-0.04,0.062,100,0,0,
381985,0,-0.04,0.062,100,0,0,
382015,0,-0.04,0.062,100,0,0,
382015,0,-0.04,0.062,100,0,0,
382015,0,-0.04,0.062,100,0,0,
382045,0,-0.04,0.062,100,0,0,
382045,0,-0.04,0.062,100,0,0,
382045,0,-0.04,0.062,100,0,0,
382075,0,-0.04,0.078,100,0,0,
382075,0,-0.04,0.078,100,0,0,
382075,0,-0.04,0.078,100,0,0,
382105,0,-0.04,0.078,100,0,0,
382105,0,-0.04,0.078,100,0,0,
382105,0,-0.04,0.078,100,0,0,
382135,0,-0.04,0.078,100,0,0,
382135,0,-0.04,0.078,100,0,0,
382135,0,-0.04,0.078,100,0,0,
382165,0,-0.04,0.078,100,0,0,
382165,0,-0.04,0.078,100,0,0,
382165,0,-0.04,0.078,100,0,0,
382195,0,-0.04,0.078,100,0,0,
382195,0,-0.04,0.078,100,0,0,
382195,0,-0.04,0.078,100,0,0,
382225,0,-0.04,0.078,100,0,0,
382225,0,-0.04,0.078,100,0,0,
382225,0,-0.04,0.078,100,0,0,
382255,0,-0.04,0.078,100,0,0,
382255,0,-0.04,0.078,100,0,0,
382255,0,-0.04,0.078,100,0,0,
382285,0,-0.04,0.078,100,0,0,
382285,0,-0.04,0.078,100,0,0,
382285,0,-0.04,0.078,100,0,0,
382315,0,-0.04,0.078,100,0,0,
382315,0,-0.04,0.078,100,0,0,
382315,0,-0.04,0.078,100,0,0,
382345,0,-0.04,0.078,100,0,0,
382345,0,-0.04,0.078,100,0,0,
382345,0,-0.04,0.078,100,0,0,
382375,0,-0.04,0.078,100,0,0,
382375,0,-0.04,0.078,100,0,0,
382375,0,-0.04,0.078,100,0,0,
382405,0,-0.04,0.078,100,0,0,
382405,0,-0.04,0.078,100,0,0,
382405,0,-0.04,0.078,100,0,0,
382435,0,-0.04,0.078,100,0,0,
382435,0,-0.04,0.078,100,0,0,
382435,0,-0.04,0.078,100,0,0,
382465,0,-0.04,0.078,100,0,0,
382465,0,-0.04,0.078,100,0,0,
382465,0,-0.04,0.078,100,0,0,
382495,0,-0.04,0.078,100,0,0,
382495,0,-0.04,0.078,100,0,0,
382495,0,-0.04,0.078,100,0,0,
382525,0,-0.04,0.078,100,0,0,
382525,0,-0.04,0.078,100,0,0,
382525,0,-0.04,0.078,100,0,0,
382555,0,-0.04,0.078,100,0,0,
382555,0,-0.04,0.078,100,0,0,
382555,0,-0.04,0.078,100,0,0,
382585,0,-0.04,0.078,100,0,0,
382585,0,-0.04,0.078,100,0,0,
382585,0,-0.04,0.078,100,0,0,
382615,0,-0.04,0.078,100,0,0,
382615,0,-0.04,0.078,100,0,0,
382615,0,-0.04,0.078,100,0,0,
382645,0,-0.04,0.062,100,0,0,
382645,0,-0.04,0.062,100,0,0,
382645,0,-0.04,0.062,100,0,0,
382675,0,-0.04,0.062,100,0,0,
