%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:42 AM
770,4,35.156,-0.021,
780,4,35.156,-0.021,
790,4,9.766,-0.014,
800,4,9.766,-0.014,
810,4,9.766,-0.014,
820,4,50.781,0.003,
830,4,50.781,0.003,
840,4,50.781,0.003,
850,4,17.578,-0.016,
860,4,17.578,-0.016,
870,4,17.578,-0.016,
880,4,33.203,0.018,
890,4,33.203,0.018,
900,4,33.203,0.018,
910,4,48.828,0.002,
920,4,48.828,0.002,
930,4,48.828,0.002,
940,4,3.906,-0.006,
950,4,3.906,-0.006,
960,4,3.906,-0.006,
970,4,5.859,-0.01,
980,4,5.859,-0.01,
990,4,5.859,-0.01,
1000,4,1.953,0.008,
1010,4,1.953,0.008,
1020,4,1.953,0.008,
1030,4,0,-0.006,
1040,4,0,-0.006,
1050,4,0,-0.006,
1060,4,15.625,-0.019,
1070,4,15.625,-0.019,
1080,4,15.625,-0.019,
1090,4,5.859,0.027,
1100,4,5.859,0.027,
1110,4,5.859,0.027,
1120,4,19.531,0.083,
1130,4,19.531,0.083,
1140,4,19.531,0.083,
1150,4,33.203,0.114,
1160,4,33.203,0.114,
1170,4,33.203,0.114,
1180,4,25.391,0.103,
1190,4,25.391,0.103,
1200,4,25.391,0.103,
1210,4,44.922,0.126,
1220,4,44.922,0.126,
1230,4,44.922,0.126,
1240,4,13.672,0.102,
1250,4,13.672,0.102,
1260,4,13.672,0.102,
1270,4,46.875,0.11,
1280,4,46.875,0.11,
1290,4,46.875,0.11,
1300,4,50.781,0.135,
1310,4,50.781,0.135,
1320,4,50.781,0.135,
1330,4,13.672,0.126,
1340,4,13.672,0.126,
1350,4,13.672,0.126,
1360,4,56.641,0.136,
1370,4,56.641,0.136,
1380,4,56.641,0.136,
1390,4,33.203,0.118,
1400,4,33.203,0.118,
1410,4,33.203,0.118,
1420,4,46.875,0.132,
1430,4,46.875,0.132,
1440,4,46.875,0.132,
1450,4,72.266,0.139,
1460,4,72.266,0.139,
1470,4,72.266,0.139,
1480,4,48.828,0.107,
1490,4,48.828,0.107,
1500,4,48.828,0.107,
1510,4,95.703,0.126,
1520,4,95.703,0.126,
1530,4,95.703,0.126,
1540,4,80.078,0.123,
1550,4,80.078,0.123,
1560,4,80.078,0.123,
1570,4,48.828,0.11,
1580,4,48.828,0.11,
1590,4,48.828,0.11,
1600,4,89.844,0.14,
1610,4,89.844,0.14,
1620,4,89.844,0.14,
1630,4,83.984,0.131,
1640,4,83.984,0.131,
1650,4,83.984,0.131,
1660,4,109.375,0.127,
1670,4,109.375,0.127,
1680,4,109.375,0.127,
1690,4,82.031,0.095,
1700,4,82.031,0.095,
1710,4,82.031,0.095,
1720,4,99.609,0.122,
1730,4,99.609,0.122,
1740,4,99.609,0.122,
1750,4,126.953,0.131,
1760,4,126.953,0.131,
1770,4,126.953,0.131,
1780,4,93.75,0.111,
1790,4,93.75,0.111,
1800,4,93.75,0.111,
1810,4,76.172,0.122,
1820,4,76.172,0.122,
1830,4,76.172,0.122,
1840,4,113.281,0.129,
1850,4,113.281,0.129,
1860,4,113.281,0.129,
1870,4,107.422,0.11,
1880,4,107.422,0.11,
1890,4,107.422,0.11,
1900,4,148.437,0.124,
1910,4,148.437,0.124,
1920,4,148.437,0.124,
1930,4,128.906,0.117,
1940,4,128.906,0.117,
1950,4,128.906,0.117,
1960,4,115.234,0.134,
1970,4,115.234,0.134,
1980,4,115.234,0.134,
1990,4,113.281,0.11,
2000,4,113.281,0.11,
2010,4,113.281,0.11,
2020,4,152.344,0.134,
2030,4,152.344,0.134,
2040,4,152.344,0.134,
2050,4,136.719,0.133,
2060,4,136.719,0.133,
2070,4,136.719,0.133,
2080,4,171.875,0.117,
2090,4,171.875,0.117,
2100,4,171.875,0.117,
2110,4,134.766,0.131,
2120,4,134.766,0.131,
2130,4,134.766,0.131,
2140,4,144.531,0.095,
2150,4,144.531,0.095,
2160,4,144.531,0.095,
2170,4,177.734,0.125,
2180,4,177.734,0.125,
2190,4,177.734,0.125,
2200,4,152.344,0.124,
2210,4,152.344,0.124,
2220,4,152.344,0.124,
2230,4,169.922,0.127,
2240,4,169.922,0.127,
2250,4,169.922,0.127,
2260,4,175.781,0.125,
2270,4,175.781,0.125,
2280,4,175.781,0.125,
2290,4,181.641,0.144,
2300,4,181.641,0.144,
2310,4,181.641,0.144,
2320,4,132.812,0.109,
2330,4,132.812,0.109,
2340,4,132.812,0.109,
2350,4,148.437,0.104,
2360,4,148.437,0.104,
2370,4,148.437,0.104,
2380,4,185.547,0.124,
2390,4,185.547,0.124,
2400,4,185.547,0.124,
2410,4,171.875,0.111,
2420,4,171.875,0.111,
2430,4,171.875,0.111,
2440,4,207.031,0.117,
2450,4,207.031,0.117,
2460,4,207.031,0.117,
2470,4,199.219,0.138,
2480,4,199.219,0.138,
2490,4,199.219,0.138,
2500,4,214.844,0.112,
2510,4,214.844,0.112,
2520,4,214.844,0.112,
2530,4,175.781,0.109,
2540,4,175.781,0.109,
2550,4,175.781,0.109,
2560,4,210.937,0.137,
2570,4,210.937,0.137,
2580,4,210.937,0.137,
2590,4,183.594,0.112,
2600,4,183.594,0.112,
2610,4,183.594,0.112,
2620,4,207.031,0.134,
2630,4,207.031,0.134,
2640,4,207.031,0.134,
2650,4,197.266,0.111,
2660,4,197.266,0.111,
2670,4,197.266,0.111,
2680,4,228.516,0.107,
2690,4,228.516,0.107,
2700,4,228.516,0.107,
2710,4,205.078,0.111,
2720,4,205.078,0.111,
2730,4,205.078,0.111,
2740,4,240.234,0.135,
2750,4,240.234,0.135,
2760,4,240.234,0.135,
2770,4,203.125,0.114,
2780,4,203.125,0.114,
2790,4,203.125,0.114,
2800,4,207.031,0.132,
2810,4,207.031,0.132,
2820,4,207.031,0.132,
2830,4,228.516,0.12,
2840,4,228.516,0.12,
2850,4,228.516,0.12,
2860,4,236.328,0.131,
2870,4,236.328,0.131,
2880,4,236.328,0.131,
2890,4,248.047,0.128,
2900,4,248.047,0.128,
2910,4,248.047,0.128,
2920,4,218.75,0.113,
2930,4,218.75,0.113,
2940,4,218.75,0.113,
2950,4,224.609,0.136,
2960,4,224.609,0.136,
2970,4,224.609,0.136,
2980,4,261.719,0.123,
2990,4,261.719,0.123,
3000,4,261.719,0.123,
3010,4,244.141,0.117,
3020,4,244.141,0.117,
3030,4,244.141,0.117,
3040,4,253.906,0.122,
3050,4,253.906,0.122,
3060,4,253.906,0.122,
3070,4,240.234,0.134,
3080,4,240.234,0.134,
3090,4,240.234,0.134,
3100,4,259.766,0.096,
3110,4,259.766,0.096,
3120,4,259.766,0.096,
3130,4,257.812,0.132,
3140,4,257.812,0.132,
3150,4,257.812,0.132,
3160,4,232.422,0.11,
3170,4,232.422,0.11,
3180,4,232.422,0.11,
3190,4,279.297,0.107,
3200,4,279.297,0.107,
3210,4,279.297,0.107,
3220,4,246.094,0.119,
3230,4,246.094,0.119,
3240,4,246.094,0.119,
3250,4,287.109,0.128,
3260,4,287.109,0.128,
3270,4,287.109,0.128,
3280,4,289.062,0.12,
3290,4,289.062,0.12,
3300,4,289.062,0.12,
3310,4,263.672,0.132,
3320,4,263.672,0.132,
3330,4,263.672,0.132,
3340,4,255.859,0.114,
3350,4,255.859,0.114,
3360,4,255.859,0.114,
3370,4,296.875,0.128,
3380,4,296.875,0.128,
3390,4,296.875,0.128,
3400,4,304.687,0.116,
3410,4,304.687,0.116,
3420,4,304.687,0.116,
3430,4,250,0.122,
3440,4,250,0.122,
3450,4,250,0.122,
3460,4,251.953,0.13,
3470,4,251.953,0.13,
3480,4,251.953,0.13,
3490,4,318.359,0.114,
3500,4,318.359,0.114,
3510,4,318.359,0.114,
3520,4,292.969,0.124,
3530,4,292.969,0.124,
3540,4,292.969,0.124,
3550,4,300.781,0.136,
3560,4,300.781,0.136,
3570,4,300.781,0.136,
3580,4,283.203,0.096,
3590,4,283.203,0.096,
3600,4,283.203,0.096,
3610,4,271.484,0.123,
3620,4,271.484,0.123,
3630,4,271.484,0.123,
3640,4,287.109,0.111,
3650,4,287.109,0.111,
3660,4,287.109,0.111,
3670,4,308.594,0.114,
3680,4,308.594,0.114,
3690,4,308.594,0.114,
3700,4,306.641,0.131,
3710,4,306.641,0.131,
3720,4,306.641,0.131,
3730,4,316.406,0.133,
3740,4,316.406,0.133,
3750,4,316.406,0.133,
3760,4,269.531,0.124,
3770,4,269.531,0.124,
3780,4,269.531,0.124,
3790,4,291.016,0.121,
3800,4,291.016,0.121,
3810,4,291.016,0.121,
3820,4,332.031,0.129,
3830,4,332.031,0.129,
3840,4,332.031,0.129,
3850,4,345.703,0.118,
3860,4,345.703,0.118,
3870,4,345.703,0.118,
3880,4,339.844,0.125,
3890,4,339.844,0.125,
3900,4,339.844,0.125,
3910,4,312.5,0.11,
3920,4,312.5,0.11,
3930,4,312.5,0.11,
3940,4,339.844,0.133,
3950,4,339.844,0.133,
3960,4,339.844,0.133,
3970,4,332.031,0.136,
3980,4,332.031,0.136,
3990,4,332.031,0.136,
4000,4,300.781,0.119,
4010,4,300.781,0.119,
4020,4,300.781,0.119,
4030,4,343.75,0.102,
4040,4,343.75,0.102,
4050,4,343.75,0.102,
4060,4,296.875,0.112,
4070,4,296.875,0.112,
4080,4,296.875,0.112,
4090,4,349.609,0.116,
4100,4,349.609,0.116,
4110,4,349.609,0.116,
4120,4,365.234,0.142,
4130,4,365.234,0.142,
4140,4,365.234,0.142,
4150,4,359.375,0.127,
4160,4,359.375,0.127,
4170,4,359.375,0.127,
4180,4,306.641,0.132,
4190,4,306.641,0.132,
4200,4,306.641,0.132,
4210,4,353.516,0.12,
4220,4,353.516,0.12,
4230,4,353.516,0.12,
4240,4,347.656,0.135,
4250,4,347.656,0.135,
4260,4,347.656,0.135,
4270,4,376.953,0.116,
4280,4,376.953,0.116,
4290,4,376.953,0.116,
4300,4,382.812,0.126,
4310,4,382.812,0.126,
4320,4,382.812,0.126,
4330,4,390.625,0.123,
4340,4,390.625,0.123,
4350,4,390.625,0.123,
4360,4,339.844,0.11,
4370,4,339.844,0.11,
4380,4,339.844,0.11,
4390,4,386.719,0.128,
4400,4,386.719,0.128,
4410,4,386.719,0.128,
4420,4,388.672,0.116,
4430,4,388.672,0.116,
4440,4,388.672,0.116,
4450,4,355.469,0.103,
4460,4,355.469,0.103,
4470,4,355.469,0.103,
4480,4,365.234,0.136,
4490,4,365.234,0.136,
4500,4,365.234,0.136,
4510,4,376.953,0.12,
4520,4,376.953,0.12,
4530,4,376.953,0.12,
4540,4,353.516,0.111,
4550,4,353.516,0.111,
4560,4,353.516,0.111,
4570,4,367.187,0.104,
4580,4,367.187,0.104,
4590,4,367.187,0.104,
4600,4,365.234,0.133,
4610,4,365.234,0.133,
4620,4,365.234,0.133,
4630,4,384.766,0.138,
4640,4,384.766,0.138,
4650,4,384.766,0.138,
4660,4,359.375,0.12,
4670,4,359.375,0.12,
4680,4,359.375,0.12,
4690,4,380.859,0.116,
4700,4,380.859,0.116,
4710,4,380.859,0.116,
4720,4,367.187,0.11,
4730,4,367.187,0.11,
4740,4,367.187,0.11,
4750,4,353.516,0.117,
4760,4,353.516,0.117,
4770,4,353.516,0.117,
4780,4,396.484,0.118,
4790,4,396.484,0.118,
4800,4,396.484,0.118,
4810,4,404.297,0.135,
4820,4,404.297,0.135,
4830,4,404.297,0.135,
4840,4,384.766,0.115,
4850,4,384.766,0.115,
4860,4,384.766,0.115,
4870,4,396.484,0.137,
4880,4,396.484,0.137,
4890,4,396.484,0.137,
4900,4,408.203,0.136,
4910,4,408.203,0.136,
4920,4,408.203,0.136,
4930,4,386.719,0.111,
4940,4,386.719,0.111,
4950,4,386.719,0.111,
4960,4,421.875,0.129,
4970,4,421.875,0.129,
4980,4,421.875,0.129,
4990,4,412.109,0.108,
5000,4,412.109,0.108,
5010,4,412.109,0.108,
5020,4,423.828,0.12,
5030,4,423.828,0.12,
5040,4,423.828,0.12,
5050,4,410.156,0.129,
5060,4,410.156,0.129,
5070,4,410.156,0.129,
5080,4,425.781,0.133,
5090,4,425.781,0.133,
5100,4,425.781,0.133,
5110,4,416.016,0.099,
5120,4,416.016,0.099,
5130,4,416.016,0.099,
5140,4,419.922,0.113,
5150,4,419.922,0.113,
5160,4,419.922,0.113,
5170,4,402.344,0.098,
5180,4,402.344,0.098,
5190,4,402.344,0.098,
5200,4,433.594,0.125,
5210,4,433.594,0.125,
5220,4,433.594,0.125,
5230,4,441.406,0.142,
5240,4,441.406,0.142,
5250,4,441.406,0.142,
5260,4,427.734,0.115,
5270,4,427.734,0.115,
5280,4,427.734,0.115,
5290,4,435.547,0.124,
5300,4,435.547,0.124,
5310,4,435.547,0.124,
5320,4,460.937,0.109,
5330,4,460.937,0.109,
5340,4,460.937,0.109,
5350,4,451.172,0.125,
5360,4,451.172,0.125,
5370,4,451.172,0.125,
5380,4,464.844,0.119,
5390,4,464.844,0.119,
5400,4,464.844,0.119,
5410,4,468.75,0.121,
5420,4,468.75,0.121,
5430,4,468.75,0.121,
5440,4,431.641,0.102,
5450,4,431.641,0.102,
5460,4,431.641,0.102,
5470,4,431.641,0.138,
5480,4,431.641,0.138,
5490,4,431.641,0.138,
5500,4,414.062,0.127,
5510,4,414.062,0.127,
5520,4,414.062,0.127,
5530,4,439.453,0.105,
5540,4,439.453,0.105,
5550,4,439.453,0.105,
5560,4,460.937,0.124,
5570,4,460.937,0.124,
5580,4,460.937,0.124,
5590,4,474.609,0.123,
5600,4,474.609,0.123,
5610,4,474.609,0.123,
5620,4,478.516,0.129,
5630,4,478.516,0.129,
5640,4,478.516,0.129,
5650,4,460.937,0.101,
5660,4,460.937,0.101,
5670,4,460.937,0.101,
5680,4,435.547,0.114,
5690,4,435.547,0.114,
5700,4,435.547,0.114,
5710,4,451.172,0.126,
5720,4,451.172,0.126,
5730,4,451.172,0.126,
5740,4,427.734,0.109,
5750,4,427.734,0.109,
5760,4,427.734,0.109,
5770,4,464.844,0.125,
5780,4,464.844,0.125,
5790,4,464.844,0.125,
5800,4,437.5,0.114,
5810,4,437.5,0.114,
5820,4,437.5,0.114,
5830,4,460.937,0.118,
5840,4,460.937,0.118,
5850,4,460.937,0.118,
5860,4,425.781,0.113,
5870,4,425.781,0.113,
5880,4,425.781,0.113,
5890,4,507.812,0.134,
5900,4,507.812,0.134,
5910,4,507.812,0.134,
5920,4,482.422,0.106,
5930,4,482.422,0.106,
5940,4,482.422,0.106,
5950,4,505.859,0.128,
5960,4,505.859,0.128,
5970,4,505.859,0.128,
5980,4,466.797,0.119,
5990,4,466.797,0.119,
6000,4,466.797,0.119,
6010,4,500,0.127,
6020,4,500,0.127,
6030,4,500,0.127,
6040,4,500,0.128,
6050,4,500,0.128,
6060,4,500,0.128,
6070,4,484.375,0.127,
6080,4,484.375,0.127,
6090,4,484.375,0.127,
6100,4,494.141,0.065,
6110,4,494.141,0.065,
6120,4,494.141,0.065,
6130,4,472.656,0.023,
6140,4,472.656,0.023,
6150,4,472.656,0.023,
6160,4,449.219,0.017,
6170,4,449.219,0.017,
6180,4,449.219,0.017,
6190,4,460.937,0.008,
6200,4,460.937,0.008,
6210,4,460.937,0.008,
6220,4,457.031,0.021,
6230,4,457.031,0.021,
6240,4,457.031,0.021,
6250,4,416.016,-0.009,
6260,4,416.016,-0.009,
6270,4,416.016,-0.009,
6280,4,441.406,0.002,
6290,4,441.406,0.002,
6300,4,441.406,0.002,
6310,4,439.453,0.011,
6320,4,439.453,0.011,
6330,4,439.453,0.011,
6340,4,388.672,0.003,
6350,4,388.672,0.003,
6360,4,388.672,0.003,
6370,4,441.406,0.01,
6380,4,441.406,0.01,
6390,4,441.406,0.01,
6400,4,386.719,0.009,
6410,4,386.719,0.009,
6420,4,386.719,0.009,
6430,4,392.578,-0.006,
6440,4,392.578,-0.006,
6450,4,392.578,-0.006,
6460,4,347.656,-0.009,
6470,4,347.656,-0.009,
6480,4,347.656,-0.009,
6490,4,367.187,0.02,
6500,4,367.187,0.02,
6510,4,367.187,0.02,
6520,4,373.047,0.02,
6530,4,373.047,0.02,
6540,4,373.047,0.02,
6550,4,353.516,0.01,
6560,4,353.516,0.01,
6570,4,353.516,0.01,
6580,4,337.891,-0.016,
6590,4,337.891,-0.016,
6600,4,337.891,-0.016,
6610,4,320.312,0.003,
6620,4,320.312,0.003,
6630,4,320.312,0.003,
6640,4,308.594,0.01,
6650,4,308.594,0.01,
6660,4,308.594,0.01,
6670,4,357.422,-0.01,
6680,4,357.422,-0.01,
6690,4,357.422,-0.01,
6700,4,328.125,0.001,
6710,4,328.125,0.001,
6720,4,328.125,0.001,
6730,4,296.875,-0.005,
6740,4,296.875,-0.005,
6750,4,296.875,-0.005,
6760,4,316.406,0.023,
6770,4,316.406,0.023,
6780,4,316.406,0.023,
6790,4,318.359,-0.021,
6800,4,318.359,-0.021,
6810,4,318.359,-0.021,
6820,4,255.859,0.009,
6830,4,255.859,0.009,
6840,4,255.859,0.009,
6850,4,285.156,-0.009,
6860,4,285.156,-0.009,
6870,4,285.156,-0.009,
6880,4,259.766,-0.006,
6890,4,259.766,-0.006,
6900,4,259.766,-0.006,
6910,4,257.812,-0.019,
6920,4,257.812,-0.019,
6930,4,257.812,-0.019,
6940,4,253.906,-0.01,
6950,4,253.906,-0.01,
6960,4,253.906,-0.01,
6970,4,259.766,0.018,
6980,4,259.766,0.018,
6990,4,259.766,0.018,
7000,4,248.047,-0.022,
7010,4,248.047,-0.022,
7020,4,248.047,-0.022,
20,3.5,-13.672,0.007,
30,3.5,-13.672,0.007,
40,3.5,1.953,-0.007,
50,3.5,1.953,-0.007,
60,3.5,1.953,-0.007,
70,3.5,-11.719,-0.009,
80,3.5,-11.719,-0.009,
90,3.5,-11.719,-0.009,
100,3.5,25.391,0.018,
110,3.5,25.391,0.018,
120,3.5,25.391,0.018,
130,3.5,9.766,0.014,
140,3.5,9.766,0.014,
150,3.5,9.766,0.014,
160,3.5,27.344,-0.01,
170,3.5,27.344,-0.01,
180,3.5,27.344,-0.01,
190,3.5,44.922,0.004,
200,3.5,44.922,0.004,
210,3.5,44.922,0.004,
220,3.5,42.969,0.004,
230,3.5,42.969,0.004,
240,3.5,42.969,0.004,
250,3.5,-13.672,0.006,
260,3.5,-13.672,0.006,
270,3.5,-13.672,0.006,
280,3.5,3.906,0.006,
290,3.5,3.906,0.006,
300,3.5,3.906,0.006,
310,3.5,29.297,-0.004,
320,3.5,29.297,-0.004,
330,3.5,29.297,-0.004,
340,3.5,13.672,-0.005,
350,3.5,13.672,-0.005,
360,3.5,13.672,-0.005,
370,3.5,-1.953,-0.006,
380,3.5,-1.953,-0.006,
390,3.5,-1.953,-0.006,
400,3.5,17.578,-0.021,
410,3.5,17.578,-0.021,
420,3.5,17.578,-0.021,
430,3.5,-15.625,0.015,
440,3.5,-15.625,0.015,
450,3.5,-15.625,0.015,
460,3.5,11.719,0.014,
470,3.5,11.719,0.014,
480,3.5,11.719,0.014,
490,3.5,31.25,-0.011,
500,3.5,31.25,-0.011,
510,3.5,31.25,-0.011,
520,3.5,9.766,0.004,
530,3.5,9.766,0.004,
540,3.5,9.766,0.004,
550,3.5,1.953,-0.013,
560,3.5,1.953,-0.013,
570,3.5,1.953,-0.013,
580,3.5,7.812,-0.009,
590,3.5,7.812,-0.009,
600,3.5,7.812,-0.009,
610,3.5,15.625,0.014,
620,3.5,15.625,0.014,
630,3.5,15.625,0.014,
640,3.5,0,-0.011,
650,3.5,0,-0.011,
660,3.5,0,-0.011,
670,3.5,-19.531,0.012,
680,3.5,-19.531,0.012,
690,3.5,-19.531,0.012,
700,3.5,3.906,-0.022,
710,3.5,3.906,-0.022,
720,3.5,3.906,-0.022,
730,3.5,9.766,-0.01,
740,3.5,9.766,-0.01,
750,3.5,9.766,-0.01,
760,3.5,29.297,0.01,
770,3.5,29.297,0.01,
780,3.5,29.297,0.01,
790,3.5,21.484,0.02,
800,3.5,21.484,0.02,
810,3.5,21.484,0.02,
820,3.5,9.766,-0.016,
830,3.5,9.766,-0.016,
840,3.5,9.766,-0.016,
850,3.5,39.062,0.008,
860,3.5,39.062,0.008,
870,3.5,39.062,0.008,
880,3.5,50.781,0.015,
890,3.5,50.781,0.015,
900,3.5,50.781,0.015,
910,3.5,-7.812,-0.004,
920,3.5,-7.812,-0.004,
930,3.5,-7.812,-0.004,
940,3.5,39.062,0.012,
950,3.5,39.062,0.012,
960,3.5,39.062,0.012,
970,3.5,35.156,0.004,
980,3.5,35.156,0.004,
990,3.5,35.156,0.004,
1000,3.5,-19.531,0.004,
1010,3.5,-19.531,0.004,
1020,3.5,-19.531,0.004,
1030,3.5,11.719,-0.02,
1040,3.5,11.719,-0.02,
1050,3.5,11.719,-0.02,
1060,3.5,0,-0.003,
1070,3.5,0,-0.003,
1080,3.5,0,-0.003,
1090,3.5,35.156,0.045,
1100,3.5,35.156,0.045,
1110,3.5,35.156,0.045,
1120,3.5,23.437,0.086,
1130,3.5,23.437,0.086,
1140,3.5,23.437,0.086,
1150,3.5,29.297,0.104,
1160,3.5,29.297,0.104,
1170,3.5,29.297,0.104,
1180,3.5,50.781,0.08,
1190,3.5,50.781,0.08,
1200,3.5,50.781,0.08,
1210,3.5,25.391,0.094,
1220,3.5,25.391,0.094,
1230,3.5,25.391,0.094,
1240,3.5,27.344,0.114,
1250,3.5,27.344,0.114,
1260,3.5,27.344,0.114,
1270,3.5,-11.719,0.103,
1280,3.5,-11.719,0.103,
1290,3.5,-11.719,0.103,
1300,3.5,17.578,0.106,
1310,3.5,17.578,0.106,
1320,3.5,17.578,0.106,
1330,3.5,17.578,0.082,
1340,3.5,17.578,0.082,
1350,3.5,17.578,0.082,
1360,3.5,37.109,0.103,
1370,3.5,37.109,0.103,
1380,3.5,37.109,0.103,
1390,3.5,11.719,0.097,
1400,3.5,11.719,0.097,
1410,3.5,11.719,0.097,
1420,3.5,15.625,0.099,
1430,3.5,15.625,0.099,
1440,3.5,15.625,0.099,
1450,3.5,48.828,0.09,
1460,3.5,48.828,0.09,
1470,3.5,48.828,0.09,
1480,3.5,42.969,0.095,
1490,3.5,42.969,0.095,
1500,3.5,42.969,0.095,
1510,3.5,70.312,0.113,
1520,3.5,70.312,0.113,
1530,3.5,70.312,0.113,
1540,3.5,64.453,0.1,
1550,3.5,64.453,0.1,
1560,3.5,64.453,0.1,
1570,3.5,39.062,0.092,
1580,3.5,39.062,0.092,
1590,3.5,39.062,0.092,
1600,3.5,41.016,0.091,
1610,3.5,41.016,0.091,
1620,3.5,41.016,0.091,
1630,3.5,58.594,0.114,
1640,3.5,58.594,0.114,
1650,3.5,58.594,0.114,
1660,3.5,74.219,0.097,
1670,3.5,74.219,0.097,
1680,3.5,74.219,0.097,
1690,3.5,68.359,0.113,
1700,3.5,68.359,0.113,
1710,3.5,68.359,0.113,
1720,3.5,76.172,0.112,
1730,3.5,76.172,0.112,
1740,3.5,76.172,0.112,
1750,3.5,68.359,0.101,
1760,3.5,68.359,0.101,
1770,3.5,68.359,0.101,
1780,3.5,74.219,0.114,
1790,3.5,74.219,0.114,
1800,3.5,74.219,0.114,
1810,3.5,72.266,0.106,
1820,3.5,72.266,0.106,
1830,3.5,72.266,0.106,
1840,3.5,52.734,0.083,
1850,3.5,52.734,0.083,
1860,3.5,52.734,0.083,
1870,3.5,70.312,0.087,
1880,3.5,70.312,0.087,
1890,3.5,70.312,0.087,
1900,3.5,80.078,0.074,
1910,3.5,80.078,0.074,
1920,3.5,80.078,0.074,
1930,3.5,83.984,0.108,
1940,3.5,83.984,0.108,
1950,3.5,83.984,0.108,
1960,3.5,89.844,0.107,
1970,3.5,89.844,0.107,
1980,3.5,89.844,0.107,
1990,3.5,83.984,0.09,
2000,3.5,83.984,0.09,
2010,3.5,83.984,0.09,
2020,3.5,58.594,0.086,
2030,3.5,58.594,0.086,
2040,3.5,58.594,0.086,
2050,3.5,95.703,0.099,
2060,3.5,95.703,0.099,
2070,3.5,95.703,0.099,
2080,3.5,97.656,0.111,
2090,3.5,97.656,0.111,
2100,3.5,97.656,0.111,
2110,3.5,58.594,0.088,
2120,3.5,58.594,0.088,
2130,3.5,58.594,0.088,
2140,3.5,83.984,0.098,
2150,3.5,83.984,0.098,
2160,3.5,83.984,0.098,
2170,3.5,76.172,0.096,
2180,3.5,76.172,0.096,
2190,3.5,76.172,0.096,
2200,3.5,80.078,0.113,
2210,3.5,80.078,0.113,
2220,3.5,80.078,0.113,
2230,3.5,128.906,0.095,
2240,3.5,128.906,0.095,
2250,3.5,128.906,0.095,
2260,3.5,78.125,0.106,
2270,3.5,78.125,0.106,
2280,3.5,78.125,0.106,
2290,3.5,130.859,0.096,
2300,3.5,130.859,0.096,
2310,3.5,130.859,0.096,
2320,3.5,80.078,0.098,
2330,3.5,80.078,0.098,
2340,3.5,80.078,0.098,
2350,3.5,99.609,0.085,
2360,3.5,99.609,0.085,
2370,3.5,99.609,0.085,
2380,3.5,111.328,0.102,
2390,3.5,111.328,0.102,
2400,3.5,111.328,0.102,
2410,3.5,66.406,0.095,
2420,3.5,66.406,0.095,
2430,3.5,66.406,0.095,
2440,3.5,101.562,0.078,
2450,3.5,101.562,0.078,
2460,3.5,101.562,0.078,
2470,3.5,107.422,0.1,
2480,3.5,107.422,0.1,
2490,3.5,107.422,0.1,
2500,3.5,119.141,0.089,
2510,3.5,119.141,0.089,
2520,3.5,119.141,0.089,
2530,3.5,111.328,0.107,
2540,3.5,111.328,0.107,
2550,3.5,111.328,0.107,
2560,3.5,109.375,0.092,
2570,3.5,109.375,0.092,
2580,3.5,109.375,0.092,
2590,3.5,119.141,0.109,
2600,3.5,119.141,0.109,
2610,3.5,119.141,0.109,
2620,3.5,76.172,0.093,
2630,3.5,76.172,0.093,
2640,3.5,76.172,0.093,
2650,3.5,107.422,0.097,
2660,3.5,107.422,0.097,
2670,3.5,107.422,0.097,
2680,3.5,144.531,0.11,
2690,3.5,144.531,0.11,
2700,3.5,144.531,0.11,
2710,3.5,146.484,0.093,
2720,3.5,146.484,0.093,
2730,3.5,146.484,0.093,
2740,3.5,130.859,0.09,
2750,3.5,130.859,0.09,
2760,3.5,130.859,0.09,
2770,3.5,105.469,0.105,
2780,3.5,105.469,0.105,
2790,3.5,105.469,0.105,
2800,3.5,121.094,0.102,
2810,3.5,121.094,0.102,
2820,3.5,121.094,0.102,
2830,3.5,115.234,0.076,
2840,3.5,115.234,0.076,
2850,3.5,115.234,0.076,
2860,3.5,126.953,0.092,
2870,3.5,126.953,0.092,
2880,3.5,126.953,0.092,
2890,3.5,121.094,0.072,
2900,3.5,121.094,0.072,
2910,3.5,121.094,0.072,
2920,3.5,132.812,0.078,
2930,3.5,132.812,0.078,
2940,3.5,132.812,0.078,
2950,3.5,156.25,0.103,
2960,3.5,156.25,0.103,
2970,3.5,156.25,0.103,
2980,3.5,156.25,0.084,
2990,3.5,156.25,0.084,
3000,3.5,156.25,0.084,
3010,3.5,134.766,0.12,
3020,3.5,134.766,0.12,
3030,3.5,134.766,0.12,
3040,3.5,95.703,0.096,
3050,3.5,95.703,0.096,
3060,3.5,95.703,0.096,
3070,3.5,169.922,0.103,
3080,3.5,169.922,0.103,
3090,3.5,169.922,0.103,
3100,3.5,152.344,0.109,
3110,3.5,152.344,0.109,
3120,3.5,152.344,0.109,
3130,3.5,107.422,0.088,
3140,3.5,107.422,0.088,
3150,3.5,107.422,0.088,
3160,3.5,132.812,0.116,
3170,3.5,132.812,0.116,
3180,3.5,132.812,0.116,
3190,3.5,148.437,0.113,
3200,3.5,148.437,0.113,
3210,3.5,148.437,0.113,
3220,3.5,167.969,0.097,
3230,3.5,167.969,0.097,
3240,3.5,167.969,0.097,
3250,3.5,160.156,0.112,
3260,3.5,160.156,0.112,
