%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:42 AM
2550,1.5,-9.766,0.057,
2560,1.5,27.344,0.047,
2570,1.5,27.344,0.047,
2580,1.5,27.344,0.047,
2590,1.5,21.484,0.027,
2600,1.5,21.484,0.027,
2610,1.5,21.484,0.027,
2620,1.5,-1.953,0.04,
2630,1.5,-1.953,0.04,
2640,1.5,-1.953,0.04,
2650,1.5,21.484,0.016,
2660,1.5,21.484,0.016,
2670,1.5,21.484,0.016,
2680,1.5,27.344,0.053,
2690,1.5,27.344,0.053,
2700,1.5,27.344,0.053,
2710,1.5,41.016,0.033,
2720,1.5,41.016,0.033,
2730,1.5,41.016,0.033,
2740,1.5,-7.812,0.035,
2750,1.5,-7.812,0.035,
2760,1.5,-7.812,0.035,
2770,1.5,5.859,0.023,
2780,1.5,5.859,0.023,
2790,1.5,5.859,0.023,
2800,1.5,13.672,0.04,
2810,1.5,13.672,0.04,
2820,1.5,13.672,0.04,
2830,1.5,54.687,0.034,
2840,1.5,54.687,0.034,
2850,1.5,54.687,0.034,
2860,1.5,17.578,0.014,
2870,1.5,17.578,0.014,
2880,1.5,17.578,0.014,
2890,1.5,1.953,0.043,
2900,1.5,1.953,0.043,
2910,1.5,1.953,0.043,
2920,1.5,41.016,0.037,
2930,1.5,41.016,0.037,
2940,1.5,41.016,0.037,
2950,1.5,52.734,0.038,
2960,1.5,52.734,0.038,
2970,1.5,52.734,0.038,
2980,1.5,9.766,0.016,
2990,1.5,9.766,0.016,
3000,1.5,9.766,0.016,
3010,1.5,29.297,0.041,
3020,1.5,29.297,0.041,
3030,1.5,29.297,0.041,
3040,1.5,41.016,0.043,
3050,1.5,41.016,0.043,
3060,1.5,41.016,0.043,
3070,1.5,-1.953,0.044,
3080,1.5,-1.953,0.044,
3090,1.5,-1.953,0.044,
3100,1.5,25.391,0.059,
3110,1.5,25.391,0.059,
3120,1.5,25.391,0.059,
3130,1.5,44.922,0.048,
3140,1.5,44.922,0.048,
3150,1.5,44.922,0.048,
3160,1.5,13.672,0.037,
3170,1.5,13.672,0.037,
3180,1.5,13.672,0.037,
3190,1.5,17.578,0.038,
3200,1.5,17.578,0.038,
3210,1.5,17.578,0.038,
3220,1.5,-25.391,0.053,
3230,1.5,-25.391,0.053,
3240,1.5,-25.391,0.053,
3250,1.5,1.953,0.048,
3260,1.5,1.953,0.048,
3270,1.5,1.953,0.048,
3280,1.5,11.719,0.054,
3290,1.5,11.719,0.054,
3300,1.5,11.719,0.054,
3310,1.5,-17.578,0.045,
3320,1.5,-17.578,0.045,
3330,1.5,-17.578,0.045,
3340,1.5,41.016,0.055,
3350,1.5,41.016,0.055,
3360,1.5,41.016,0.055,
3370,1.5,11.719,0.034,
3380,1.5,11.719,0.034,
3390,1.5,11.719,0.034,
3400,1.5,29.297,0.05,
3410,1.5,29.297,0.05,
3420,1.5,29.297,0.05,
3430,1.5,-9.766,0.052,
3440,1.5,-9.766,0.052,
3450,1.5,-9.766,0.052,
3460,1.5,39.062,0.045,
3470,1.5,39.062,0.045,
3480,1.5,39.062,0.045,
3490,1.5,-17.578,0.043,
3500,1.5,-17.578,0.043,
3510,1.5,-17.578,0.043,
3520,1.5,5.859,0.017,
3530,1.5,5.859,0.017,
3540,1.5,5.859,0.017,
3550,1.5,48.828,0.04,
3560,1.5,48.828,0.04,
3570,1.5,48.828,0.04,
3580,1.5,-11.719,0.043,
3590,1.5,-11.719,0.043,
3600,1.5,-11.719,0.043,
3610,1.5,15.625,0.037,
3620,1.5,15.625,0.037,
3630,1.5,15.625,0.037,
3640,1.5,37.109,0.035,
3650,1.5,37.109,0.035,
3660,1.5,37.109,0.035,
3670,1.5,17.578,0.019,
3680,1.5,17.578,0.019,
3690,1.5,17.578,0.019,
3700,1.5,5.859,0.029,
3710,1.5,5.859,0.029,
3720,1.5,5.859,0.029,
3730,1.5,29.297,0.04,
3740,1.5,29.297,0.04,
3750,1.5,29.297,0.04,
3760,1.5,-7.812,0.028,
3770,1.5,-7.812,0.028,
3780,1.5,-7.812,0.028,
3790,1.5,17.578,0.032,
3800,1.5,17.578,0.032,
3810,1.5,17.578,0.032,
3820,1.5,11.719,0.058,
3830,1.5,11.719,0.058,
3840,1.5,11.719,0.058,
3850,1.5,39.062,0.055,
3860,1.5,39.062,0.055,
3870,1.5,39.062,0.055,
3880,1.5,39.062,0.035,
3890,1.5,39.062,0.035,
3900,1.5,39.062,0.035,
3910,1.5,44.922,0.046,
3920,1.5,44.922,0.046,
3930,1.5,44.922,0.046,
3940,1.5,42.969,0.039,
3950,1.5,42.969,0.039,
3960,1.5,42.969,0.039,
3970,1.5,44.922,0.051,
3980,1.5,44.922,0.051,
3990,1.5,44.922,0.051,
4000,1.5,5.859,0.021,
4010,1.5,5.859,0.021,
4020,1.5,5.859,0.021,
4030,1.5,17.578,0.016,
4040,1.5,17.578,0.016,
4050,1.5,17.578,0.016,
4060,1.5,5.859,0.035,
4070,1.5,5.859,0.035,
4080,1.5,5.859,0.035,
4090,1.5,35.156,0.046,
4100,1.5,35.156,0.046,
4110,1.5,35.156,0.046,
4120,1.5,39.062,0.05,
4130,1.5,39.062,0.05,
4140,1.5,39.062,0.05,
4150,1.5,21.484,0.033,
4160,1.5,21.484,0.033,
4170,1.5,21.484,0.033,
4180,1.5,0,0.025,
4190,1.5,0,0.025,
4200,1.5,0,0.025,
4210,1.5,17.578,0.032,
4220,1.5,17.578,0.032,
4230,1.5,17.578,0.032,
4240,1.5,23.437,0.036,
4250,1.5,23.437,0.036,
4260,1.5,23.437,0.036,
4270,1.5,39.062,0.044,
4280,1.5,39.062,0.044,
4290,1.5,39.062,0.044,
4300,1.5,41.016,0.037,
4310,1.5,41.016,0.037,
4320,1.5,41.016,0.037,
4330,1.5,27.344,0.029,
4340,1.5,27.344,0.029,
4350,1.5,27.344,0.029,
4360,1.5,31.25,0.06,
4370,1.5,31.25,0.06,
4380,1.5,31.25,0.06,
4390,1.5,31.25,0.051,
4400,1.5,31.25,0.051,
4410,1.5,31.25,0.051,
4420,1.5,21.484,0.035,
4430,1.5,21.484,0.035,
4440,1.5,21.484,0.035,
4450,1.5,-11.719,0.036,
4460,1.5,-11.719,0.036,
4470,1.5,-11.719,0.036,
4480,1.5,19.531,0.031,
4490,1.5,19.531,0.031,
4500,1.5,19.531,0.031,
4510,1.5,27.344,0.053,
4520,1.5,27.344,0.053,
4530,1.5,27.344,0.053,
4540,1.5,-3.906,0.042,
4550,1.5,-3.906,0.042,
4560,1.5,-3.906,0.042,
4570,1.5,13.672,0.014,
4580,1.5,13.672,0.014,
4590,1.5,13.672,0.014,
4600,1.5,7.812,0.034,
4610,1.5,7.812,0.034,
4620,1.5,7.812,0.034,
4630,1.5,44.922,0.032,
4640,1.5,44.922,0.032,
4650,1.5,44.922,0.032,
4660,1.5,11.719,0.036,
4670,1.5,11.719,0.036,
4680,1.5,11.719,0.036,
4690,1.5,1.953,0.031,
4700,1.5,1.953,0.031,
4710,1.5,1.953,0.031,
4720,1.5,21.484,0.031,
4730,1.5,21.484,0.031,
4740,1.5,21.484,0.031,
4750,1.5,11.719,0.022,
4760,1.5,11.719,0.022,
4770,1.5,11.719,0.022,
4780,1.5,17.578,0.056,
4790,1.5,17.578,0.056,
4800,1.5,17.578,0.056,
4810,1.5,5.859,0.031,
4820,1.5,5.859,0.031,
4830,1.5,5.859,0.031,
4840,1.5,13.672,0.027,
4850,1.5,13.672,0.027,
4860,1.5,13.672,0.027,
4870,1.5,-19.531,0.026,
4880,1.5,-19.531,0.026,
4890,1.5,-19.531,0.026,
4900,1.5,17.578,0.035,
4910,1.5,17.578,0.035,
4920,1.5,17.578,0.035,
4930,1.5,39.062,0.047,
4940,1.5,39.062,0.047,
4950,1.5,39.062,0.047,
4960,1.5,52.734,0.042,
4970,1.5,52.734,0.042,
4980,1.5,52.734,0.042,
4990,1.5,-9.766,0.04,
5000,1.5,-9.766,0.04,
5010,1.5,-9.766,0.04,
5020,1.5,9.766,0.047,
5030,1.5,9.766,0.047,
5040,1.5,9.766,0.047,
5050,1.5,46.875,0.047,
5060,1.5,46.875,0.047,
5070,1.5,46.875,0.047,
5080,1.5,39.062,0.037,
5090,1.5,39.062,0.037,
5100,1.5,39.062,0.037,
5110,1.5,35.156,0.056,
5120,1.5,35.156,0.056,
5130,1.5,35.156,0.056,
5140,1.5,25.391,0.014,
5150,1.5,25.391,0.014,
5160,1.5,25.391,0.014,
5170,1.5,17.578,0.031,
5180,1.5,17.578,0.031,
5190,1.5,17.578,0.031,
5200,1.5,37.109,0.03,
5210,1.5,37.109,0.03,
5220,1.5,37.109,0.03,
5230,1.5,25.391,0.057,
5240,1.5,25.391,0.057,
5250,1.5,25.391,0.057,
5260,1.5,13.672,0.032,
5270,1.5,13.672,0.032,
5280,1.5,13.672,0.032,
5290,1.5,-13.672,0.037,
5300,1.5,-13.672,0.037,
5310,1.5,-13.672,0.037,
5320,1.5,35.156,0.054,
5330,1.5,35.156,0.054,
5340,1.5,35.156,0.054,
5350,1.5,31.25,0.046,
5360,1.5,31.25,0.046,
5370,1.5,31.25,0.046,
5380,1.5,-3.906,0.028,
5390,1.5,-3.906,0.028,
5400,1.5,-3.906,0.028,
5410,1.5,-7.812,0.059,
5420,1.5,-7.812,0.059,
5430,1.5,-7.812,0.059,
5440,1.5,1.953,0.042,
5450,1.5,1.953,0.042,
5460,1.5,1.953,0.042,
5470,1.5,23.437,0.032,
5480,1.5,23.437,0.032,
5490,1.5,23.437,0.032,
5500,1.5,42.969,0.043,
5510,1.5,42.969,0.043,
5520,1.5,42.969,0.043,
5530,1.5,37.109,0.049,
5540,1.5,37.109,0.049,
5550,1.5,37.109,0.049,
5560,1.5,3.906,0.025,
5570,1.5,3.906,0.025,
5580,1.5,3.906,0.025,
5590,1.5,37.109,0.052,
5600,1.5,37.109,0.052,
5610,1.5,37.109,0.052,
5620,1.5,13.672,0.035,
5630,1.5,13.672,0.035,
5640,1.5,13.672,0.035,
5650,1.5,1.953,0.049,
5660,1.5,1.953,0.049,
5670,1.5,1.953,0.049,
5680,1.5,-17.578,0.031,
5690,1.5,-17.578,0.031,
5700,1.5,-17.578,0.031,
5710,1.5,23.437,0.038,
5720,1.5,23.437,0.038,
5730,1.5,23.437,0.038,
5740,1.5,33.203,0.053,
5750,1.5,33.203,0.053,
5760,1.5,33.203,0.053,
5770,1.5,44.922,0.043,
5780,1.5,44.922,0.043,
5790,1.5,44.922,0.043,
5800,1.5,25.391,0.049,
5810,1.5,25.391,0.049,
5820,1.5,25.391,0.049,
5830,1.5,27.344,0.016,
5840,1.5,27.344,0.016,
5850,1.5,27.344,0.016,
5860,1.5,21.484,0.018,
5870,1.5,21.484,0.018,
5880,1.5,21.484,0.018,
5890,1.5,15.625,0.015,
5900,1.5,15.625,0.015,
5910,1.5,15.625,0.015,
5920,1.5,33.203,0.049,
5930,1.5,33.203,0.049,
5940,1.5,33.203,0.049,
5950,1.5,33.203,0.057,
5960,1.5,33.203,0.057,
5970,1.5,33.203,0.057,
5980,1.5,46.875,0.05,
5990,1.5,46.875,0.05,
6000,1.5,46.875,0.05,
6010,1.5,42.969,0.045,
6020,1.5,42.969,0.045,
6030,1.5,42.969,0.045,
6040,1.5,23.437,0.033,
6050,1.5,23.437,0.033,
6060,1.5,23.437,0.033,
6070,1.5,25.391,0.061,
6080,1.5,25.391,0.061,
6090,1.5,25.391,0.061,
6100,1.5,19.531,0.041,
6110,1.5,19.531,0.041,
6120,1.5,19.531,0.041,
6130,1.5,41.016,0.023,
6140,1.5,41.016,0.023,
6150,1.5,41.016,0.023,
6160,1.5,-1.953,0.027,
6170,1.5,-1.953,0.027,
6180,1.5,-1.953,0.027,
6190,1.5,-13.672,-0.002,
6200,1.5,-13.672,-0.002,
6210,1.5,-13.672,-0.002,
6220,1.5,39.062,0.01,
6230,1.5,39.062,0.01,
6240,1.5,39.062,0.01,
6250,1.5,39.062,-0.007,
6260,1.5,39.062,-0.007,
6270,1.5,39.062,-0.007,
6280,1.5,9.766,-0.004,
6290,1.5,9.766,-0.004,
6300,1.5,9.766,-0.004,
6310,1.5,0,-0.001,
6320,1.5,0,-0.001,
6330,1.5,0,-0.001,
6340,1.5,9.766,0.011,
6350,1.5,9.766,0.011,
6360,1.5,9.766,0.011,
6370,1.5,21.484,-0.002,
6380,1.5,21.484,-0.002,
6390,1.5,21.484,-0.002,
6400,1.5,11.719,-0.008,
6410,1.5,11.719,-0.008,
6420,1.5,11.719,-0.008,
6430,1.5,7.812,0.015,
6440,1.5,7.812,0.015,
6450,1.5,7.812,0.015,
6460,1.5,1.953,-0.012,
6470,1.5,1.953,-0.012,
6480,1.5,1.953,-0.012,
6490,1.5,-5.859,0.015,
6500,1.5,-5.859,0.015,
6510,1.5,-5.859,0.015,
6520,1.5,-15.625,-0.013,
6530,1.5,-15.625,-0.013,
6540,1.5,-15.625,-0.013,
6550,1.5,13.672,0.008,
6560,1.5,13.672,0.008,
6570,1.5,13.672,0.008,
6580,1.5,13.672,0.002,
6590,1.5,13.672,0.002,
6600,1.5,13.672,0.002,
6610,1.5,1.953,0.01,
6620,1.5,1.953,0.01,
6630,1.5,1.953,0.01,
6640,1.5,19.531,-0.022,
6650,1.5,19.531,-0.022,
6660,1.5,19.531,-0.022,
6670,1.5,1.953,-0.004,
6680,1.5,1.953,-0.004,
6690,1.5,1.953,-0.004,
6700,1.5,21.484,0.018,
6710,1.5,21.484,0.018,
6720,1.5,21.484,0.018,
6730,1.5,-21.484,0.019,
6740,1.5,-21.484,0.019,
6750,1.5,-21.484,0.019,
6760,1.5,15.625,-0.003,
6770,1.5,15.625,-0.003,
6780,1.5,15.625,-0.003,
6790,1.5,5.859,-0.009,
6800,1.5,5.859,-0.009,
6810,1.5,5.859,-0.009,
6820,1.5,31.25,0.016,
6830,1.5,31.25,0.016,
6840,1.5,31.25,0.016,
6850,1.5,5.859,-0.012,
6860,1.5,5.859,-0.012,
6870,1.5,5.859,-0.012,
6880,1.5,-3.906,-0.009,
6890,1.5,-3.906,-0.009,
6900,1.5,-3.906,-0.009,
6910,1.5,-9.766,0.019,
6920,1.5,-9.766,0.019,
6930,1.5,-9.766,0.019,
6940,1.5,46.875,0.002,
6950,1.5,46.875,0.002,
6960,1.5,46.875,0.002,
6970,1.5,37.109,0.016,
6980,1.5,37.109,0.016,
6990,1.5,37.109,0.016,
7000,1.5,27.344,0.008,
7010,1.5,27.344,0.008,
7020,1.5,27.344,0.008,
20,2,9.766,-0.001,
30,2,9.766,-0.001,
40,2,13.672,0.012,
50,2,13.672,0.012,
60,2,13.672,0.012,
70,2,-9.766,-0.002,
80,2,-9.766,-0.002,
90,2,-9.766,-0.002,
100,2,-13.672,0.002,
110,2,-13.672,0.002,
120,2,-13.672,0.002,
130,2,48.828,-0.009,
140,2,48.828,-0.009,
150,2,48.828,-0.009,
160,2,15.625,0.011,
170,2,15.625,0.011,
180,2,15.625,0.011,
190,2,41.016,-0.015,
200,2,41.016,-0.015,
210,2,41.016,-0.015,
220,2,11.719,-0.003,
230,2,11.719,-0.003,
240,2,11.719,-0.003,
250,2,60.547,-0.001,
260,2,60.547,-0.001,
270,2,60.547,-0.001,
280,2,-5.859,0.021,
290,2,-5.859,0.021,
300,2,-5.859,0.021,
310,2,1.953,-0.025,
320,2,1.953,-0.025,
330,2,1.953,-0.025,
340,2,17.578,0.016,
350,2,17.578,0.016,
360,2,17.578,0.016,
370,2,25.391,0.012,
380,2,25.391,0.012,
390,2,25.391,0.012,
400,2,5.859,-0.012,
410,2,5.859,-0.012,
420,2,5.859,-0.012,
430,2,11.719,-0.026,
440,2,11.719,-0.026,
450,2,11.719,-0.026,
460,2,39.062,0.016,
470,2,39.062,0.016,
480,2,39.062,0.016,
490,2,31.25,0.006,
500,2,31.25,0.006,
510,2,31.25,0.006,
520,2,-5.859,0.021,
530,2,-5.859,0.021,
540,2,-5.859,0.021,
550,2,27.344,0.014,
560,2,27.344,0.014,
570,2,27.344,0.014,
580,2,37.109,0.002,
590,2,37.109,0.002,
600,2,37.109,0.002,
610,2,31.25,0.015,
620,2,31.25,0.015,
630,2,31.25,0.015,
640,2,13.672,0.004,
650,2,13.672,0.004,
660,2,13.672,0.004,
670,2,13.672,0.004,
680,2,13.672,0.004,
690,2,13.672,0.004,
700,2,29.297,0.005,
710,2,29.297,0.005,
720,2,29.297,0.005,
730,2,-5.859,0.007,
740,2,-5.859,0.007,
750,2,-5.859,0.007,
760,2,37.109,0.002,
770,2,37.109,0.002,
780,2,37.109,0.002,
790,2,11.719,0.01,
800,2,11.719,0.01,
810,2,11.719,0.01,
820,2,52.734,0.007,
830,2,52.734,0.007,
840,2,52.734,0.007,
850,2,-5.859,0.005,
860,2,-5.859,0.005,
870,2,-5.859,0.005,
880,2,1.953,-0.006,
890,2,1.953,-0.006,
900,2,1.953,-0.006,
910,2,41.016,0.006,
920,2,41.016,0.006,
930,2,41.016,0.006,
940,2,13.672,0.008,
950,2,13.672,0.008,
960,2,13.672,0.008,
970,2,17.578,-0.013,
980,2,17.578,-0.013,
990,2,17.578,-0.013,
1000,2,21.484,-0.002,
1010,2,21.484,-0.002,
1020,2,21.484,-0.002,
1030,2,39.062,0.006,
1040,2,39.062,0.006,
1050,2,39.062,0.006,
1060,2,44.922,0.011,
1070,2,44.922,0.011,
1080,2,44.922,0.011,
1090,2,39.062,0.022,
1100,2,39.062,0.022,
1110,2,39.062,0.022,
1120,2,39.062,0.049,
1130,2,39.062,0.049,
1140,2,39.062,0.049,
1150,2,52.734,0.062,
1160,2,52.734,0.062,
1170,2,52.734,0.062,
1180,2,13.672,0.041,
1190,2,13.672,0.041,
1200,2,13.672,0.041,
1210,2,11.719,0.044,
1220,2,11.719,0.044,
1230,2,11.719,0.044,
1240,2,29.297,0.06,
1250,2,29.297,0.06,
1260,2,29.297,0.06,
1270,2,0,0.052,
1280,2,0,0.052,
1290,2,0,0.052,
1300,2,11.719,0.048,
1310,2,11.719,0.048,
1320,2,11.719,0.048,
1330,2,-7.812,0.073,
1340,2,-7.812,0.073,
1350,2,-7.812,0.073,
1360,2,-9.766,0.056,
1370,2,-9.766,0.056,
1380,2,-9.766,0.056,
1390,2,-1.953,0.075,
1400,2,-1.953,0.075,
1410,2,-1.953,0.075,
1420,2,3.906,0.033,
1430,2,3.906,0.033,
1440,2,3.906,0.033,
1450,2,-9.766,0.052,
1460,2,-9.766,0.052,
1470,2,-9.766,0.052,
1480,2,21.484,0.058,
1490,2,21.484,0.058,
1500,2,21.484,0.058,
1510,2,29.297,0.075,
1520,2,29.297,0.075,
1530,2,29.297,0.075,
1540,2,-11.719,0.059,
1550,2,-11.719,0.059,
1560,2,-11.719,0.059,
1570,2,29.297,0.063,
1580,2,29.297,0.063,
1590,2,29.297,0.063,
1600,2,0,0.061,
1610,2,0,0.061,
1620,2,0,0.061,
1630,2,-15.625,0.064,
1640,2,-15.625,0.064,
1650,2,-15.625,0.064,
1660,2,33.203,0.054,
1670,2,33.203,0.054,
1680,2,33.203,0.054,
1690,2,33.203,0.075,
1700,2,33.203,0.075,
1710,2,33.203,0.075,
1720,2,31.25,0.075,
1730,2,31.25,0.075,
1740,2,31.25,0.075,
1750,2,27.344,0.047,
1760,2,27.344,0.047,
1770,2,27.344,0.047,
1780,2,-15.625,0.059,
1790,2,-15.625,0.059,
1800,2,-15.625,0.059,
1810,2,29.297,0.059,
1820,2,29.297,0.059,
1830,2,29.297,0.059,
1840,2,11.719,0.044,
1850,2,11.719,0.044,
1860,2,11.719,0.044,
1870,2,0,0.04,
1880,2,0,0.04,
1890,2,0,0.04,
1900,2,-11.719,0.063,
1910,2,-11.719,0.063,
1920,2,-11.719,0.063,
1930,2,-7.812,0.071,
1940,2,-7.812,0.071,
1950,2,-7.812,0.071,
1960,2,27.344,0.069,
1970,2,27.344,0.069,
1980,2,27.344,0.069,
1990,2,-1.953,0.044,
2000,2,-1.953,0.044,
2010,2,-1.953,0.044,
2020,2,5.859,0.045,
2030,2,5.859,0.045,
2040,2,5.859,0.045,
2050,2,15.625,0.078,
2060,2,15.625,0.078,
2070,2,15.625,0.078,
2080,2,-1.953,0.071,
2090,2,-1.953,0.071,
2100,2,-1.953,0.071,
2110,2,7.812,0.05,
2120,2,7.812,0.05,
2130,2,7.812,0.05,
2140,2,3.906,0.047,
2150,2,3.906,0.047,
2160,2,3.906,0.047,
2170,2,37.109,0.065,
2180,2,37.109,0.065,
2190,2,37.109,0.065,
2200,2,48.828,0.054,
2210,2,48.828,0.054,
2220,2,48.828,0.054,
2230,2,33.203,0.061,
2240,2,33.203,0.061,
2250,2,33.203,0.061,
2260,2,44.922,0.041,
2270,2,44.922,0.041,
2280,2,44.922,0.041,
2290,2,29.297,0.07,
2300,2,29.297,0.07,
2310,2,29.297,0.07,
2320,2,21.484,0.062,
2330,2,21.484,0.062,
2340,2,21.484,0.062,
2350,2,11.719,0.037,
2360,2,11.719,0.037,
2370,2,11.719,0.037,
2380,2,42.969,0.059,
2390,2,42.969,0.059,
2400,2,42.969,0.059,
2410,2,48.828,0.057,
2420,2,48.828,0.057,
2430,2,48.828,0.057,
2440,2,15.625,0.036,
2450,2,15.625,0.036,
2460,2,15.625,0.036,
2470,2,23.437,0.071,
2480,2,23.437,0.071,
2490,2,23.437,0.071,
2500,2,7.812,0.049,
2510,2,7.812,0.049,
2520,2,7.812,0.049,
2530,2,50.781,0.058,
2540,2,50.781,0.058,
2550,2,50.781,0.058,
2560,2,21.484,0.034,
2570,2,21.484,0.034,
2580,2,21.484,0.034,
2590,2,3.906,0.031,
2600,2,3.906,0.031,
2610,2,3.906,0.031,
2620,2,3.906,0.072,
2630,2,3.906,0.072,
2640,2,3.906,0.072,
2650,2,44.922,0.066,
2660,2,44.922,0.066,
2670,2,44.922,0.066,
2680,2,3.906,0.067,
2690,2,3.906,0.067,
2700,2,3.906,0.067,
2710,2,11.719,0.065,
2720,2,11.719,0.065,
2730,2,11.719,0.065,
2740,2,50.781,0.063,
2750,2,50.781,0.063,
2760,2,50.781,0.063,
2770,2,-3.906,0.048,
2780,2,-3.906,0.048,
2790,2,-3.906,0.048,
2800,2,-3.906,0.056,
2810,2,-3.906,0.056,
2820,2,-3.906,0.056,
2830,2,41.016,0.067,
2840,2,41.016,0.067,
2850,2,41.016,0.067,
2860,2,3.906,0.056,
2870,2,3.906,0.056,
2880,2,3.906,0.056,
2890,2,-1.953,0.048,
2900,2,-1.953,0.048,
2910,2,-1.953,0.048,
2920,2,33.203,0.067,
2930,2,33.203,0.067,
2940,2,33.203,0.067,
2950,2,9.766,0.069,
2960,2,9.766,0.069,
2970,2,9.766,0.069,
2980,2,19.531,0.054,
2990,2,19.531,0.054,
3000,2,19.531,0.054,
3010,2,25.391,0.055,
3020,2,25.391,0.055,
3030,2,25.391,0.055,
3040,2,-23.437,0.062,
3050,2,-23.437,0.062,
3060,2,-23.437,0.062,
3070,2,33.203,0.073,
3080,2,33.203,0.073,
3090,2,33.203,0.073,
3100,2,9.766,0.048,
3110,2,9.766,0.048,
3120,2,9.766,0.048,
3130,2,-19.531,0.062,
3140,2,-19.531,0.062,
3150,2,-19.531,0.062,
3160,2,31.25,0.05,
3170,2,31.25,0.05,
3180,2,31.25,0.05,
3190,2,39.062,0.062,
3200,2,39.062,0.062,
3210,2,39.062,0.062,
3220,2,9.766,0.033,
3230,2,9.766,0.033,
3240,2,9.766,0.033,
3250,2,-7.812,0.053,
3260,2,-7.812,0.053,
3270,2,-7.812,0.053,
3280,2,15.625,0.045,
3290,2,15.625,0.045,
3300,2,15.625,0.045,
3310,2,39.062,0.071,
3320,2,39.062,0.071,
3330,2,39.062,0.071,
3340,2,46.875,0.058,
3350,2,46.875,0.058,
3360,2,46.875,0.058,
3370,2,21.484,0.061,
3380,2,21.484,0.061,
3390,2,21.484,0.061,
3400,2,31.25,0.038,
3410,2,31.25,0.038,
3420,2,31.25,0.038,
3430,2,25.391,0.062,
3440,2,25.391,0.062,
3450,2,25.391,0.062,
3460,2,39.062,0.045,
3470,2,39.062,0.045,
3480,2,39.062,0.045,
3490,2,-17.578,0.062,
3500,2,-17.578,0.062,
3510,2,-17.578,0.062,
3520,2,9.766,0.051,
3530,2,9.766,0.051,
3540,2,9.766,0.051,
3550,2,17.578,0.057,
3560,2,17.578,0.057,
3570,2,17.578,0.057,
3580,2,44.922,0.054,
3590,2,44.922,0.054,
3600,2,44.922,0.054,
3610,2,46.875,0.061,
3620,2,46.875,0.061,
3630,2,46.875,0.061,
3640,2,42.969,0.066,
3650,2,42.969,0.066,
3660,2,42.969,0.066,
3670,2,15.625,0.076,
3680,2,15.625,0.076,
3690,2,15.625,0.076,
3700,2,46.875,0.068,
3710,2,46.875,0.068,
3720,2,46.875,0.068,
3730,2,33.203,0.06,
3740,2,33.203,0.06,
3750,2,33.203,0.06,
3760,2,13.672,0.07,
3770,2,13.672,0.07,
3780,2,13.672,0.07,
3790,2,17.578,0.054,
3800,2,17.578,0.054,
3810,2,17.578,0.054,
3820,2,3.906,0.062,
3830,2,3.906,0.062,
3840,2,3.906,0.062,
3850,2,23.437,0.048,
3860,2,23.437,0.048,
3870,2,23.437,0.048,
3880,2,21.484,0.07,
3890,2,21.484,0.07,
3900,2,21.484,0.07,
3910,2,41.016,0.041,
3920,2,41.016,0.041,
3930,2,41.016,0.041,
3940,2,21.484,0.069,
3950,2,21.484,0.069,
3960,2,21.484,0.069,
3970,2,-1.953,0.043,
3980,2,-1.953,0.043,
3990,2,-1.953,0.043,
4000,2,-11.719,0.052,
4010,2,-11.719,0.052,
4020,2,-11.719,0.052,
4030,2,17.578,0.032,
4040,2,17.578,0.032,
4050,2,17.578,0.032,
4060,2,27.344,0.063,
4070,2,27.344,0.063,
4080,2,27.344,0.063,
4090,2,19.531,0.045,
4100,2,19.531,0.045,
4110,2,19.531,0.045,
4120,2,23.437,0.035,
4130,2,23.437,0.035,
4140,2,23.437,0.035,
4150,2,25.391,0.068,
4160,2,25.391,0.068,
4170,2,25.391,0.068,
4180,2,33.203,0.067,
4190,2,33.203,0.067,
4200,2,33.203,0.067,
4210,2,37.109,0.041,
4220,2,37.109,0.041,
4230,2,37.109,0.041,
4240,2,21.484,0.059,
4250,2,21.484,0.059,
4260,2,21.484,0.059,
4270,2,23.437,0.047,
4280,2,23.437,0.047,
4290,2,23.437,0.047,
4300,2,39.062,0.064,
4310,2,39.062,0.064,
4320,2,39.062,0.064,
4330,2,13.672,0.045,
4340,2,13.672,0.045,
4350,2,13.672,0.045,
4360,2,11.719,0.074,
4370,2,11.719,0.074,
4380,2,11.719,0.074,
4390,2,-1.953,0.067,
4400,2,-1.953,0.067,
4410,2,-1.953,0.067,
4420,2,25.391,0.072,
4430,2,25.391,0.072,
4440,2,25.391,0.072,
4450,2,21.484,0.055,
4460,2,21.484,0.055,
4470,2,21.484,0.055,
4480,2,21.484,0.054,
4490,2,21.484,0.054,
4500,2,21.484,0.054,
4510,2,17.578,0.059,
4520,2,17.578,0.059,
4530,2,17.578,0.059,
4540,2,7.812,0.034,
4550,2,7.812,0.034,
4560,2,7.812,0.034,
4570,2,25.391,0.062,
4580,2,25.391,0.062,
4590,2,25.391,0.062,
4600,2,39.062,0.068,
4610,2,39.062,0.068,
4620,2,39.062,0.068,
4630,2,15.625,0.057,
4640,2,15.625,0.057,
4650,2,15.625,0.057,
4660,2,23.437,0.064,
4670,2,23.437,0.064,
4680,2,23.437,0.064,
4690,2,0,0.055,
4700,2,0,0.055,
4710,2,0,0.055,
4720,2,0,0.041,
4730,2,0,0.041,
4740,2,0,0.041,
4750,2,23.437,0.058,
4760,2,23.437,0.058,
4770,2,23.437,0.058,
4780,2,-13.672,0.063,
